time,group1_current,group2_current,group3_current,group4_current,group5_current,group6_current,heat,max_temp_fuel,temp_blanket,temp_fuel
15.553639926474,8.1246097962646e+19,3.2092434001062e+20,8.0047439777209e+20,5.5908053212046e+20,3.6469156431578e+20,1.0200252072644e+20,197381117.57063,1161.2480726658,925.10628947359,1015.7297325406
18.664368911769,6.4934223417566e+19,2.564909325014e+20,6.3975659473977e+20,4.4682943592764e+20,2.9146954847278e+20,8.1522772275721e+19,157753305.42347,1161.1731910671,925.11048925136,1015.6949535135
22.397243694123,5.4988509288932e+19,2.1720444283466e+20,5.4176329159408e+20,3.7838752936328e+20,2.4682464695944e+20,6.9035956540934e+19,133591907.00806,1161.0678361769,925.11480963342,1015.651527066
26.876693432947,4.9687916783587e+19,1.9626667184045e+20,4.8953775505547e+20,3.4191161710283e+20,2.2303147483013e+20,6.2381314457428e+19,120715819.46147,1160.9270253409,925.1195310934,1015.6035555637
32.252033119537,4.7280838858052e+19,1.8675862387992e+20,4.6582182853584e+20,3.2534793427983e+20,2.1222724885241e+20,5.9359637989362e+19,114869520.27922,1160.7524732234,925.12493500849,1015.5564028115
38.702440743444,4.6374263035484e+19,1.8317774251387e+20,4.5689030330059e+20,3.191102293982e+20,2.0815873380319e+20,5.8221890696388e+19,112668564.9986,1160.5581069338,925.13127539338,1015.5144943219
46.442929892133,4.5991247095443e+19,1.8166535704843e+20,4.5311914792882e+20,3.1647729636299e+20,2.0644219829863e+20,5.7742312100617e+19,111741666.49192,1160.3047619062,925.13859712247,1015.4394366478
55.73151687056,4.6017853105021e+19,1.8177048676031e+20,4.533814418125e+20,3.1666060905329e+20,2.0656187315915e+20,5.7775776340744e+19,111806698.19714,1160.1107210276,925.14749104658,1015.4211766856
66.877821244672,4.5996872661336e+19,1.8168767598465e+20,4.5317504780137e+20,3.1651656596499e+20,2.0646799932882e+20,5.774948711497e+19,111756013.56715,1159.9885739219,925.15802452674,1015.4102414589
80.253386493606,4.599188602615e+19,1.8166802424423e+20,4.531261423446e+20,3.1648249123028e+20,2.0644582561306e+20,5.774322255627e+19,111744057.00991,1159.9280479801,925.17051237154,1015.4046786966
96.304064792327,4.5990072182256e+19,1.8166089950159e+20,4.5310846625083e+20,3.1647021667264e+20,2.0643785560531e+20,5.7740905541922e+19,111739739.62089,1159.9022877732,925.18534167324,1015.4017018407
100,4.5985954608175e+19,1.8164465229036e+20,4.5306798339458e+20,3.1644197196521e+20,2.0641945332891e+20,5.7735746499739e+19,111729801.43166,1159.8973568368,925.18874560014,1015.4003657451
